num,confidence,negative_prob,positive_prob,sentiment
225,0.647399,0.84133,0.15867,0.0
226,0.863489,0.0614298,0.93857,2.0
227,0.731513,0.120819,0.879181,2.0
228,0.915185,0.0381669,0.961833,2.0
229,0.983904,0.00724339,0.992757,2.0
230,0.965295,0.0156171,0.984383,2.0
231,0.716091,0.127759,0.872241,2.0
232,0.854047,0.0656789,0.934321,2.0
233,0.987337,0.00569813,0.994302,2.0
234,0.773699,0.101836,0.898165,2.0
235,0.990397,0.00432121,0.995679,2.0
236,0.995325,0.00210393,0.997896,2.0
237,0.985091,0.00670917,0.993291,2.0
238,0.614351,0.173542,0.826458,2.0
239,0.681337,0.143398,0.856602,2.0
240,0.926986,0.0328565,0.967143,2.0
241,0.981585,0.00828662,0.991713,2.0
242,0.19257,0.363343,0.636657,2.0
243,0.834218,0.0746019,0.925398,2.0
244,0.999517,0.000217139,0.999783,2.0
245,0.903122,0.0435951,0.956405,2.0
246,0.982968,0.992335,0.00766449,0.0
247,0.912804,0.0392383,0.960762,2.0
248,0.645075,0.159716,0.840284,2.0
249,0.873564,0.0568964,0.943104,2.0
250,0.920211,0.964095,0.035905,0.0
251,0.88928,0.0498241,0.950176,2.0
252,0.55273,0.201272,0.798728,2.0
253,0.949691,0.0226389,0.977361,2.0
254,0.959321,0.0183057,0.981694,2.0
255,0.996281,0.0016735,0.998326,2.0
256,0.945545,0.0245048,0.975495,2.0
257,0.844297,0.0700666,0.929933,2.0
258,0.513596,0.781118,0.218882,0.0
259,0.63541,0.835935,0.164065,0.0
260,0.99793,0.000931603,0.999068,2.0
261,0.998459,0.999307,0.000693354,0.0
262,0.994676,0.997604,0.00239579,0.0
263,0.834611,0.0744249,0.925575,2.0
264,0.976458,0.0105939,0.989406,2.0
265,0.990496,0.995723,0.00427678,0.0
266,0.642346,0.160944,0.839056,2.0
267,0.831476,0.0758357,0.924164,2.0
268,0.60303,0.178636,0.821364,2.0
269,0.915883,0.0378528,0.962147,2.0
270,0.921314,0.0354085,0.964592,2.0
271,0.953981,0.979291,0.0207087,0.0
272,0.619741,0.171116,0.828884,2.0
273,0.442526,0.250863,0.749137,2.0
274,0.943444,0.0254502,0.97455,2.0
275,0.982157,0.99197,0.0080295,0.0
276,0.98917,0.00487345,0.995127,2.0
277,0.766973,0.895138,0.104862,0.0
278,0.998468,0.000689197,0.999311,2.0
279,0.983973,0.00721226,0.992788,2.0
280,0.802486,0.0888815,0.911119,2.0
281,0.908218,0.958698,0.0413019,0.0
282,0.0126636,0.450633,0.549367,1.0
283,0.968649,0.985892,0.0141081,0.0
284,0.752705,0.111283,0.888717,2.0
285,0.945005,0.0247476,0.975252,2.0
286,0.393631,0.272866,0.727134,2.0
287,0.730245,0.87861,0.12139,0.0
288,0.989229,0.00484707,0.995153,2.0
289,0.999767,0.000104839,0.999895,2.0
290,0.339178,0.533041,0.466959,1.0
291,0.990299,0.00436555,0.995634,2.0
292,0.939956,0.0270196,0.97298,2.0
293,0.940376,0.0268307,0.973169,2.0
294,0.615918,0.172837,0.827163,2.0
295,0.960018,0.0179919,0.982008,2.0
296,0.955726,0.0199231,0.980077,2.0
297,0.858037,0.0638834,0.936117,2.0
298,0.868007,0.0593967,0.940603,2.0
299,0.831673,0.0757473,0.924253,2.0
300,0.517174,0.217272,0.782728,2.0
301,0.886538,0.0510577,0.948942,2.0
302,0.894902,0.0472942,0.952706,2.0
303,0.61342,0.826039,0.173961,0.0
304,0.489202,0.229859,0.770141,2.0
305,0.96605,0.0152774,0.984723,2.0
306,0.726548,0.123053,0.876947,2.0
307,0.802697,0.0887861,0.911214,2.0
308,0.946503,0.0240734,0.975927,2.0
309,0.733566,0.880105,0.119895,0.0
310,0.9831,0.00760494,0.992395,2.0
311,0.967603,0.0145788,0.985421,2.0
312,0.678523,0.855335,0.144665,0.0
313,0.912518,0.0393671,0.960633,2.0
314,0.836913,0.926611,0.0733893,0.0
315,0.127787,0.392496,0.607504,2.0
316,0.923527,0.034413,0.965587,2.0
317,0.982824,0.00772944,0.992271,2.0
318,0.962042,0.982919,0.017081,0.0
319,0.976241,0.0106915,0.989309,2.0
320,1.0,0.0,1.0,1.0
321,0.965322,0.0156052,0.984395,2.0
322,0.32184,0.694828,0.305172,0.0
323,0.523736,0.214319,0.785681,2.0
324,0.632517,0.834633,0.165368,0.0
325,0.793941,0.0927267,0.907273,2.0
326,0.146761,0.383958,0.616042,2.0
327,0.976354,0.0106404,0.989359,2.0
328,0.960601,0.0177294,0.982271,2.0
329,0.968097,0.0143562,0.985644,2.0
330,0.841192,0.928536,0.0714636,0.0
331,0.94594,0.975673,0.0243268,0.0
332,0.893416,0.0479626,0.952037,2.0
333,0.0878841,0.410452,0.589548,2.0
334,0.934743,0.0293656,0.970634,2.0
335,1.0,0.0,1.0,1.0
336,0.826365,0.0781356,0.921864,2.0
337,0.778379,0.0997297,0.90027,2.0
338,0.826011,0.921705,0.0782949,0.0
339,0.944843,0.0248208,0.975179,2.0
340,0.978724,0.00957418,0.990426,2.0
341,0.980645,0.00870961,0.99129,2.0
342,0.162148,0.458108,0.541893,1.0
343,0.818134,0.0818398,0.91816,2.0
344,0.966685,0.985008,0.0149919,0.0
345,0.585008,0.186746,0.813254,2.0
346,0.964098,0.983844,0.0161558,0.0
347,0.39889,0.729501,0.270499,0.0
348,0.961783,0.0171977,0.982802,2.0
349,0.996139,0.998263,0.00173742,0.0
350,0.930074,0.0314666,0.968533,2.0
351,0.928051,0.0323769,0.967623,2.0
352,0.469945,0.238525,0.761475,2.0
353,0.998423,0.99929,0.000709791,0.0
354,0.964848,0.0158185,0.984182,2.0
355,0.663573,0.848608,0.151392,0.0
356,0.203799,0.35829,0.64171,2.0
357,0.606346,0.822856,0.177144,0.0
358,0.736769,0.118454,0.881546,2.0
359,0.386275,0.276176,0.723824,2.0
360,0.923816,0.965717,0.0342828,0.0
361,0.994472,0.00248739,0.997513,2.0
362,0.998131,0.000841057,0.999159,2.0
363,0.994858,0.00231403,0.997686,2.0
364,0.914974,0.961738,0.0382617,0.0
365,0.122904,0.605307,0.394693,0.0
366,0.98547,0.993461,0.00653856,0.0
367,0.919234,0.0363447,0.963655,2.0
368,0.953482,0.0209333,0.979067,2.0
369,0.999566,0.000195349,0.999805,2.0
370,0.95843,0.0187067,0.981293,2.0
371,0.709455,0.130745,0.869255,2.0
372,0.970399,0.0133203,0.98668,2.0
373,0.997881,0.999046,0.000953587,0.0
374,0.45365,0.245858,0.754142,2.0
375,0.908046,0.0413792,0.958621,2.0
376,0.925817,0.0333821,0.966618,2.0
377,0.998134,0.000839602,0.99916,2.0
378,0.837679,0.926956,0.0730443,0.0
379,0.993425,0.00295894,0.997041,2.0
380,0.712632,0.129316,0.870684,2.0
381,0.548844,0.20302,0.79698,2.0
382,0.0608648,0.422611,0.577389,2.0
383,0.828907,0.923008,0.0769919,0.0
384,0.85562,0.064971,0.935029,2.0
385,0.999064,0.000421291,0.999579,2.0
386,0.981776,0.00820101,0.991799,2.0
387,0.962837,0.498142,0.501858,1.0
388,1.0,0.0,1.0,1.0
389,0.0119191,0.555364,0.444636,0.0
390,0.943861,0.0252624,0.974738,2.0
391,0.981994,0.991897,0.00810279,0.0
392,0.823397,0.0794712,0.920529,2.0
393,0.976939,0.0103774,0.989623,2.0
394,0.932778,0.0302501,0.96975,2.0
395,0.947916,0.976562,0.0234377,0.0
396,0.843531,0.0704109,0.929589,2.0
397,0.943491,0.0254291,0.974571,2.0
398,0.943652,0.974643,0.0253566,0.0
399,0.957156,0.0192799,0.98072,2.0
400,0.897377,0.0461806,0.95382,2.0
